epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,219.982,1.61576,1.23459,0.82651,0.70335,0.52372,0.54746,0.34483,1.26598,0.75634,0.79801,0.000413943,0.000413943,0.000413943
